# Response ID, Median sentence length by number of characters
381642,102
381651,102.0
381699,91
381772,119.0
381876,61.5
381881,149.5
381916,72.5
38209,94.0
382123,147
382214,98
38221,53
382237,98
382492,76.0
382511,134
382685,177.0
382759,137
383017,142.0
383219,125
383227,110
383338,70
383361,104
384115,37
384152,119.0
384385,95
384423,103.5
384962,89.0
38535,84
385578,79.0
385664,67.5
38571,124
385963,81.0
386026,108.0
386079,130
386237,125.5
386425,74
38653,95
386640,79
386706,86
386724,86
386725,133
386790,82.5
387006,151
387286,84.5
387499,133.5
387536,190.5
388005,120
388047,117.5
388214,61
388691,110
388901,134
389092,124
389119,90
389496,67
389601,73.5
389615,106
389762,114
38979,97.5
38980,96.0
38991,61
39030,62.0
390494,158.5
390574,77.0
390852,67.5
391212,109
391230,70.5
391270,129.0
391369,49.5
391484,117.0
391553,71
391591,53
391698,115.0
391707,113.5
391727,86
39189,156.5
392078,107.0
392188,85.5
392263,81
392289,82.0
392518,76.0
392874,61
393152,113.0
393450,75.5
393480,44.0
393572,109
394297,87.0
394318,141.5
394424,38.5
394815,179.5
394880,84.5
394918,123
394948,94
395048,91
395054,109
39532,65
395429,95.0
395784,149.0
395943,87.5
395987,64.5
396282,84
396589,136.5
396748,71.5
396935,122
397349,86
397356,88
397373,69
397414,82
397696,388.5
397753,102.5
397882,58.0
397946,76.0
398173,109
398252,112
398389,86.5
399124,59
399129,114
399146,140.5
399602,117.5
399603,126.5
399722,110.0
399980,99.5
400278,122
400381,104
400855,83
4009,149
401083,113
401099,133.5
401540,85.0
401796,121.5
401885,92
40209,74.0
402483,145
402490,96
402513,102
402915,68.0
402994,118.5
4030,127.5
403246,87.0
403270,60.0
403388,71
403467,89
403474,90.0
403577,103
40378,120.5
403843,90
403847,77.0
40422,123
404436,82
404514,50
404521,162
404698,273
404786,94
404980,84
405309,86.0
405349,93
405403,92.5
40554,118.0
405894,93.5
406028,63
406669,136
406878,110.0
406887,139
406896,447
407133,140
407145,133.0
407489,108
407820,101
408242,113
408400,98.0
40863,142
408780,118.0
408785,100
408794,139.5
408838,91
408839,90.0
409056,94.5
409501,84.5
409695,68.0
409809,82
409820,96.0
410050,63.0
410323,59
410537,40
410702,105.0
410790,114
410805,81
410900,70.5
410922,61.0
410984,158.5
411135,86.0
412083,109
412197,77
412217,106.0
41232,100
412357,137
412447,74
412566,74
412744,235.5
412900,121
413301,82
413422,74.0
413722,118
413744,124
413824,94.0
41419,315.0
414228,167.5
41427,84.0
414297,69
414694,146.5
414760,85.5
414977,133
414985,149
415235,138
415597,66.0
415619,67
415688,114.5
416035,91.0
416304,112.0
416310,98
416843,105
416852,110
417007,116
417184,123.5
417612,115
417693,44.5
41809,42
418189,125
418195,117
418401,85
418886,104.0
418921,110.5
419007,98.5
41900,93
419091,81.0
419378,125
419475,73.0
419804,123.5
419998,102
420004,79
420012,115
420412,113.5
420429,109.0
420433,83
420620,94.5
421166,53
421490,127
421511,69
421519,161.0
421876,85.5
421931,115
422200,97.0
422296,210.0
422491,98.5
422581,140.0
422892,171
422921,133
42310,114
423181,117
423226,103.0
423534,48
424217,84.5
424249,112.0
424431,120.0
424444,80
424464,77
424680,74.0
425089,466
425198,57.5
425642,119.5
425648,135
425740,109.5
425849,145
42592,134.0
425931,77.5
42600,85.0
426140,120
426468,198.5
426666,100.5
426703,73.0
426718,99
426980,113.0
427021,89
427143,118.5
427352,115.0
427362,117
42738,129
427400,76.0
427521,78.0
42760,106
427905,104.0
428307,86.0
428625,100
428765,138
428776,82.0
428906,99
428945,119
429189,90.0
429450,148
429762,91.5
429993,64.5
430200,94
430394,86
430455,228.5
430691,89.5
431021,81
43112,228
431173,83
431218,163
431463,104.5
431546,120
431670,96
432143,122
432308,92
432334,68
432564,81
432685,108.5
432857,88
433177,116
43322,81
433312,107.0
433565,138
433754,56
434129,83
434370,152
434670,123
434851,106.0
434883,136
434970,136
435182,79
435434,96
43558,101
435837,84
435966,113
436072,95.0
436274,121
436408,127.0
436708,90
43677,115.5
436857,98
43685,78.0
437121,115.0
437157,82.0
437233,111.0
437612,107.0
43771,221.0
437802,105.0
437953,155
438709,97.5
438714,167
438842,112
439080,55
439202,89.5
439286,87
439332,167
439481,101.5
439503,114
439975,161.5
44062,97
440853,107.5
440903,70.0
441009,82.5
441517,142
441556,90
441625,108
44162,70.0
441637,172.5
441740,93.5
441812,122.0
441870,120.5
442144,139.5
442255,100
442475,138.5
442980,106.0
443110,73.0
443178,68
443311,82.5
443391,106
443398,93.0
443496,100
443552,116
443687,125.5
444171,129.0
444588,110
444616,141.0
444625,105.0
444697,69
444819,121
445365,230.5
445394,81.5
445485,166
445532,73
44565,74.0
446001,94
446062,69.0
446405,81.0
446447,134.5
446639,74
446649,111.5
44669,205
447032,59
447693,127
447734,84.5
447835,122.0
448009,89.0
44804,84
448248,107.5
44844,79
448496,78.0
448743,106.0
448970,69
448988,90.5
449166,108
449175,109.5
449207,115.5
449267,84.0
449328,70.0
449392,141.5
449429,75.5
449477,135.0
44961,129
449749,74.5
449750,76.0
450073,133.5
450144,107
450235,89.0
450241,85.5
450321,116.0
450359,76
450473,81
450516,68
450526,75
450770,124.0
450861,87
451067,91.5
451139,141
451339,96
45134,100.5
451558,89
451589,108.5
451631,149
451733,176.5
451803,127
451953,147
4519,101.5
452050,117.0
452402,133.0
452471,127.0
452612,125
452644,106.0
452775,100.5
452813,108.5
453003,70.0
453244,141
453358,108.5
453370,110
45347,94.0
453534,100.5
45353,81
453594,97.5
453893,65.5
453909,117.5
453935,72.5
454102,75.0
454685,81.0
454715,164.0
454748,480
454955,69
454958,96
454966,112
455070,140
455160,117
455221,86
455248,104
455631,88
455720,93
455835,86
455910,71.0
455943,94.0
45595,116.0
456037,250
456255,142
456309,96
456784,109
457042,101
457148,87
457159,84
457243,53.5
457645,84
457819,99
457970,84.0
458078,92.0
458360,82
458919,66.0
458947,69.0
459066,100
459160,154
459270,55.5
459318,83
459372,134.5
459377,112
459627,140
459900,99
459968,88.5
460344,102
460488,74
460516,134.0
460521,152.0
460551,91
460682,91
461132,118
461567,122
461764,80
461791,105.0
462058,100
462076,147.5
46209,105.5
462374,121.5
46245,145.0
462530,166.0
46266,120.0
462973,144
462985,134.5
463056,146
463173,86.5
463227,141.0
46344,70.0
463633,271.5
463657,188
464088,145
464217,33
464269,96.0
464547,121
464622,164
464641,117.5
464654,104.0
464802,125.0
464910,96
464971,146.0
465096,85.5
465653,114.0
465723,90.5
465959,84.0
46596,60.5
466034,67.0
466136,57
466154,77.5
466186,157
466340,72.0
466536,124.5
466675,68.5
466872,122
467163,121.0
467442,85
467462,68.5
467644,81
46768,55.5
46776,107.0
467955,90
46827,68
468447,83.0
46849,112.0
468644,111.0
468995,91
469153,70.5
469368,105.5
469493,113.5
469521,89
469694,107.0
469736,69.5
469751,95
469767,109.0
469776,111
469842,68
469992,28.5
470249,85
470627,102.5
470723,145
470830,95
471184,83
471491,80.5
471906,94
472385,79.0
472927,86
473054,142
473361,90.0
473551,86
473771,155.0
474327,117.0
474579,186
4750,87.5
475468,115
475475,74
47554,92
475735,98.0
476013,80
476249,118.5
476573,78
476899,69
477043,69
477111,106.5
477516,138.0
477596,132
47790,98.5
477986,73
478082,116
478090,82.5
47814,100.5
47853,258.0
478818,92.0
478851,91
478880,88
47916,77.5
479359,96
479625,68.5
479677,95.0
480067,134.0
480130,66
480499,108.5
480667,242
480922,85.0
481045,80
481281,90
481557,77
481560,119.0
481652,186
481709,129.0
481860,64.0
481880,290
481984,55
482048,116.5
482256,57
482287,95.5
482407,108.0
482413,78.5
482532,82
482603,80.0
482686,75
482819,106
482885,86
483233,160.0
483399,108.0
483461,109
483594,114
483612,73.0
483654,113
483676,118.0
4837,107
483898,107
483949,77.5
484026,103.0
484044,81.0
484161,47.0
484246,117.0
484288,85.0
484386,69
484479,99.5
484493,149.0
484663,91.0
484715,141.5
484918,231.0
484940,143.5
485049,79
485655,72.0
486052,62
486326,150.0
486681,70
486727,109
48684,94.5
487048,66
487073,82
487098,114.5
487121,60.5
487283,109.5
487338,111
48734,78
487377,86
487924,107
488133,119
488207,29.5
488219,113
488246,97
488264,87.0
488388,72
488490,67
488721,115
489201,134
489759,118.5
489763,99.0
48984,123
489857,72.5
490274,104.0
490710,95
490822,121
490982,152
491044,78.5
491237,158
491487,102
491519,106.5
491578,85
491679,64
491698,141
491733,108.5
491742,256
491823,126
491947,134
492022,86.0
492111,239
492113,95
492360,104.0
492740,89
492979,115
493020,144
493167,104
493293,81
493371,92.0
494164,61
494224,66.5
494378,144.0
494614,75.0
494639,90
494739,91.0
494841,135
494906,151.5
494935,121.0
495068,195.0
495243,96.5
495254,160
495532,111
4955,92
495746,74
495844,83
495859,122
496088,96.5
49636,145.0
496434,101.0
496858,93
496928,55.0
497082,108.5
497709,152.5
497916,69
498108,74.0
498179,106
498195,114
49823,91
498470,134.0
498477,49.5
498663,137
498880,75.5
498954,134
498969,116
499380,77.0
499483,82
500492,70.5
500691,92.0
50082,62
500948,114
501161,76
501218,117
501459,84
501557,48
501876,68
502263,103.5
50229,130
502380,132
502460,106
502711,139
502814,100
503106,104.5
503222,110.0
503407,85.5
503439,198
503523,166
503634,53
503814,140
504053,121
504101,149
504192,113
504313,103.5
504443,86
504656,105.0
504729,113.0
504902,110
505053,123
505064,71
505321,96
505538,73.5
505711,210.5
505764,46
506052,44
506304,79.5
506403,107.5
50710,179.0
507175,118
507197,232.5
507349,112
507596,98.5
507926,59.0
508105,100.5
508121,67
508129,113
508583,90.0
508658,69
50865,92.5
508901,118.0
508915,129
509013,91.0
509301,173
509529,78.0
509535,77
50958,86
509700,133
510297,96
510549,122
5105,487.0
511331,87.0
511340,119
511486,72
511561,106
511564,99
511819,101.5
511877,98.5
511900,104
512079,64
512080,105
512114,79
513454,56.5
513489,113.5
513615,150.0
51386,110.0
513920,129.0
513986,105.0
514176,109.5
514770,95
514777,102.0
515283,96.5
515308,111
515427,114
515895,111.0
516023,193.5
516153,59
516491,85.0
516497,126.5
517050,84
517402,120
517446,118
517456,87.0
517530,138
51757,95.0
51759,68
517652,85
518504,100.0
518538,83.0
518616,86
518705,107
518734,99.5
518815,107.0
518852,72.0
519270,81.0
519307,99.0
519398,107.0
519723,108.0
519762,73
520011,124.0
520274,173.0
520388,82
520474,95.0
52054,161
520556,96
52063,112
520764,83.0
520781,68
521027,125
521150,131.5
521295,150.5
521806,101
521976,77
521981,104.5
522019,83.5
522069,87.0
522146,122.0
522501,69.0
522686,131
523025,95
523090,131.0
523119,106.0
523299,76.0
523338,107
523617,120
523657,101.0
524017,139.5
524381,100.5
524528,69.5
524565,53
524599,235.5
524906,105
525150,120.0
525177,107
525210,126
525411,77
525462,101.5
525628,116
525693,126
525748,100.0
525771,66
526195,89
526208,62
526315,89.5
526397,55
52674,123.0
526827,75.0
526869,101
527047,129.0
527085,114
527259,85.5
527360,73
527363,98.5
527417,133
527476,130
527830,86.5
527904,83.0
527911,91
527970,111.0
528099,85
528240,110.5
528462,88.0
528486,95.0
528546,139
528726,94.5
528799,116.0
529291,87
529334,83.5
529504,72
52951,103
529930,83
529950,153.5
530123,105
530165,166
5301,73.5
530268,133
530276,183.5
530281,182.5
530482,127.0
5308,71
531144,70
531242,112
531640,68
531960,54.5
532097,100
532200,78.0
532892,89.5
532998,111
533016,70.0
533334,89
533407,62
533875,68
534254,150.5
534592,80
534637,82
534864,109.0
534908,112
535006,221.5
535048,90.5
535090,116
535535,71
535548,167.0
535556,104.0
535573,76.5
535832,84
536152,82
536263,107
536353,151
536417,95.5
536449,81.5
536679,65.0
536883,57
536899,101.0
537063,115
537067,96
537084,114.5
537232,57.0
537366,78.5
537398,213
537737,110
538257,91
538270,63.0
538400,91
538667,79.0
538983,70
539289,69.5
539713,111.0
539885,68
53993,103.0
539955,150
54026,91.5
540393,69.5
540679,76
540886,116.0
540998,96
54118,84
541271,73.0
541420,101.5
541449,149.5
541495,121
541497,120
541505,168.5
54162,182.5
541783,117.0
54191,75.5
541990,76
541994,64.5
542118,87
542173,141.0
542308,140
542386,86.5
542462,109.0
542477,100.0
54260,50.5
542946,96.0
542980,54.0
543170,80.5
543465,99.0
543615,139
54366,95
54377,130
54396,62.5
544152,64.0
544185,109
544311,91.0
544370,89
544484,117.0
544573,106.5
54482,123.0
544925,105.0
545760,55
546010,121.0
546031,169
546070,99
546354,66.0
546569,125.0
546758,108
546842,145
546865,164.5
546929,101
547114,128.0
54719,47.5
547293,103.5
547595,58.5
547927,84.5
548176,121
548465,101
548695,130
548894,123.5
549045,65.0
549145,129.5
54915,68.0
549281,125
54939,197
549461,70.0
549466,123
549479,82
549480,109
549586,123
549646,125
549793,75
5497,111.0
550108,145
550188,111.5
550340,152
55034,104
550646,102.0
550913,42.5
551082,98
551177,83
551371,76.5
551410,76
551729,78.5
551815,90.0
551818,170.5
551840,100
552202,67.5
552307,226
552561,110.0
552573,142.5
552662,73
552796,103.5
553639,131.5
553870,90.5
553903,51
553996,129.5
55403,112
554177,92.5
554410,86.5
554632,149.0
554687,100.0
554713,98.0
554731,83
554740,66
555243,127
555562,88
55565,90
555690,32.0
555875,78
556131,86
556175,77
556177,99
556295,88.5
556350,101.5
5565,97
556784,89
556922,66.5
557257,138.0
557530,124
557628,76
558130,120.5
558258,104.5
558418,86
558426,99.0
558427,143.5
558522,159
55857,84.5
558590,104.5
558697,97.0
559207,152.0
559209,88
55923,121
55925,150
559574,94.0
559741,91.5
559857,69.5
559999,78.0
560346,124
560599,98
560602,123
560605,96.5
560660,93.5
560801,78
560841,108
561155,147.5
561169,103.0
561433,148
561596,103
561845,90
561849,63
56222,162
562635,84
562687,84
562797,88.0
562823,89.0
56282,68
562899,127.0
562974,109
563276,119
563460,62
563622,102
563838,120.5
564474,76.0
564761,70
564826,59.5
565208,86
565264,121
566002,80.5
566019,90.5
566152,107
566155,124
566419,171
566458,114
566500,88.5
566977,87.5
567278,61.0
567340,101.0
56736,88.5
567505,113
567512,185
567637,105.0
56782,115
567945,117.5
568012,103
568378,65.0
568913,98.0
568928,131.5
569034,73
569140,81.0
569366,114
569370,92.5
569387,131.5
569552,147.5
56963,205.0
569914,182.0
570179,82.5
570296,60
570409,103
570653,85
570749,105.0
571261,66.0
571475,110.5
571494,50.5
571580,106.5
571680,64
571824,100.0
572200,137.0
572315,104
572429,145
572467,110.0
572567,113.5
573151,93.5
573176,90.5
573227,86
573280,108.5
573567,109.0
573573,97
573624,103
573691,99.5
573794,131.0
573895,140
574049,82
574050,59
574079,151
574099,75.0
57409,83
574231,123.0
574279,129
57433,127
574427,101
574440,95.0
57452,99.5
574597,89.5
574771,161.0
574987,116
575457,104.5
575615,110
57604,121.5
576269,231
576816,117
576898,56
577020,95
577079,83.5
57752,120.5
57757,96.5
577644,72
577658,221.5
577702,102.0
577738,104
577985,119.5
578238,79.0
578279,103
578298,110.0
578415,66
578558,158.5
578845,127.5
578975,85
579050,62.0
579144,91.5
579233,77.0
579464,153
579575,138
579792,87.5
579806,150.5
579810,103.0
580138,81.0
580713,149
580944,76.0
580962,113.0
581215,111.0
581396,121
581586,86.0
581789,77.0
582057,66
582067,147
582576,109
582854,147
582988,151.5
583266,92
583299,71.5
583358,135.5
583558,155
583632,77
583681,181.5
583877,100.5
583905,110.5
58395,144
584400,79.5
584412,94
584480,102.5
584486,175
584913,135.0
584931,72
584940,71
585003,93.0
585039,139.5
585181,96.0
58551,85.5
585555,159.5
585777,109
585954,62.0
585957,139
586047,170
586048,113.0
586292,64
586339,100.0
586583,83
586711,124
586861,157.0
586874,115.5
587034,115.0
587212,72
587861,259.5
588147,118.0
588149,98
588160,228.0
588161,114.0
58832,124.0
588664,103
588800,81.5
588974,130.5
589124,57
58916,87.0
589218,83.0
589231,110.0
589458,144.5
589554,138.0
589665,97
589902,100.5
59053,73
590732,89.0
590774,103.0
591199,91
591239,95.0
591260,163.0
591457,104.5
591481,90
592465,95.5
592652,43.0
592760,128
592943,132
592946,137.0
593023,82.0
593025,83
593140,116
593292,310
593451,82.5
594107,80.5
594483,104.5
594490,94
594557,98
594758,78.5
594845,107
59485,68.5
594970,143
594991,81.0
595072,142
595315,74
595494,166.0
595507,104
596040,88
596458,122.5
596882,180.0
597186,106
597282,77.0
59730,80.0
597397,116
597558,85.5
597582,73
597753,112
597948,35.0
59819,203.0
598259,95
598381,67
59848,111
598606,136
598709,156.0
598747,102
599038,119
599298,92
599447,150
599487,97
59983,71
599905,97.5
600042,58
600252,113
600308,126.0
60059,99.5
600607,104.5
600651,116.0
600840,76.0
600908,181
600948,75.0
601031,28.0
601155,100.5
601228,121
601537,130
60162,122.5
601700,152
60196,75.5
602294,79
602602,82
602777,112
603015,302
603127,95
603150,89.0
603420,110
603456,234.5
603462,75
603531,82
603888,118.5
604075,87.5
604241,69.0
604328,151
604402,63
604607,104.5
604907,89
605071,125
605081,103.5
605379,183.5
605644,112.5
605670,143
605714,84.0
605807,129
60595,39.0
605993,122
606480,142.0
606502,84
60670,145.5
606792,98
606951,74
607062,122.0
60713,81.5
60738,76
607412,88
607448,92
607506,77.0
607705,105
607824,79
607967,79.0
608015,78.5
608197,59.0
608718,84
608787,171.0
608915,122.5
609049,49.5
609082,74.5
609197,82.0
609238,102
609380,80.5
609558,99.5
609619,79
609723,193
609847,117.0
609928,103.5
61030,87
610410,138
610559,124.0
610747,99.0
610960,81.0
611010,162.5
611015,92.0
611143,103
611569,135.0
611648,81.0
611726,138.0
61190,361
612619,71.0
61275,90
612960,106.0
613291,68.0
613323,136.5
613331,72
613560,59
613667,63.5
613787,111
613865,87.0
61450,135.0
614573,540.0
614614,70
614919,159
614943,140
614988,128.0
61529,61
615564,109.0
615689,147
615771,85.5
615790,97.0
616109,274.5
616271,98.5
616649,89
61765,153
617760,120.0
617798,102
617922,170.0
617929,51
618181,123.0
618384,95.5
61847,103
61870,80.5
618780,103
618914,138
618952,100
619171,126.0
619794,117.5
619822,123.5
619863,94.5
619888,124.0
620203,117
620373,116
620562,54.5
620899,98
621207,89.0
621280,94
621287,110
621387,123
621533,171
621550,125
621566,85.5
621718,119
62188,102
622011,78.5
622325,71.0
622347,85.0
622531,79.5
622671,108
622698,127
622708,166.5
622727,119.5
622873,68.0
622905,86.5
623159,111
623560,89
623728,119.5
62374,95
623983,46.0
624407,97
62447,168.5
624891,102.0
624994,141
625686,163
625750,95
625768,103
625965,108.5
626086,109
626354,132.5
626425,109.5
626474,117
626604,161.5
626742,121
626910,112
627158,133
627343,97.5
627548,167.0
627668,150.0
627860,54
627946,96.5
62820,119
628285,120
628549,87
628598,88.5
628655,102.0
628917,152
628945,158
628973,114
628980,109
629181,98.5
629293,80.0
629336,101
629806,56.0
629919,212.0
629958,75.5
630250,115.5
630275,136.0
63040,99.5
630585,91.0
630949,75
631008,177
631538,110.5
631638,70.0
631660,96
631760,82.5
63189,107
631977,63.0
632445,108
6324,318.5
632535,99
63277,83.5
632910,67.0
633101,103.5
634324,72.0
634325,78
634386,78.5
634426,95
634558,103
634628,104.0
634817,92.0
634999,102
635009,101
635243,137.5
635482,112.0
63578,90
636401,121.0
636503,116
636570,100.0
636603,69
636989,29
636999,168
637126,90.5
63719,83.5
637205,83
637324,230
637749,134.5
637784,82.5
637890,82
638133,109.5
638206,96.0
638389,97
638441,80.5
638476,72
638660,122
638921,73.0
639257,107
639305,51
639345,111
639482,118.0
639751,102
639795,135.0
639800,114
64009,74.0
640201,102.5
640368,116
640516,74.0
640643,56
640775,87.5
640829,75.5
640975,57.0
641045,102.0
641109,119
641532,87
64171,114
642008,89.5
642012,232
642225,108.0
642421,109.5
642516,83
642565,67
642707,65.5
642810,77
642843,105
643049,114
643139,100.0
643278,71.5
643334,102
644066,115
644077,106.0
644115,51.5
644129,47
644141,72.0
644250,71
644766,92.5
644817,100.0
645115,171.0
645272,72.0
645392,84.5
645527,155.5
645530,117.5
645532,188.0
645836,121
646326,89
646344,93
646611,103
647108,127.5
647119,116
647135,104
647213,94.0
647367,73.5
647433,73
647449,87
647520,88
647977,188.0
648555,68
648611,159
648642,104.5
648849,96
648879,135.5
649298,135
649448,105.5
649766,78.5
649785,83.5
649819,93.5
649823,71.5
649975,107
649987,111.0
650023,127.0
650042,123
650069,79.0
650286,105
650300,114.0
650391,108
650437,79.5
650486,86
650562,91.5
650613,164.0
650707,108.0
650771,99
651010,158.0
651200,100.5
651319,115
651414,110.0
6514,84.5
651679,89
651824,80.5
652046,90
652240,174.0
652314,75.5
652435,48
652676,91.0
652737,119.5
652753,68
652841,139
652944,912.0
653019,91.0
653223,87.5
653242,127.5
653273,71
653303,122.0
65339,90
65345,146
653627,58.0
653938,56.0
654423,90
654424,101
654621,108.5
654995,67
65506,111.0
655287,133.0
655492,127.0
655896,139
655947,63
656695,139.5
656961,84
657122,79.5
657288,94
65734,113
657466,120
657752,97
657770,112.0
657783,93
657932,76
657965,70.0
658148,160.0
658264,32
658562,93.0
65865,184
658695,112
65870,92
65877,68
658992,111.5
659288,119.0
659499,93.5
659787,80
659839,101
660024,95
660173,117
660188,74.5
660272,57
660279,97
66028,83
660811,96.5
660863,231.5
660957,109.0
661192,87.0
661395,156
6614,57.5
661583,241
661593,108.0
661830,50
661855,138.5
662137,128.0
662208,93.5
66233,131
66235,91
662381,79.5
662487,124.5
662591,51.5
662639,155
662726,130.0
662871,81
662997,105
663375,114
663817,107
663999,81
664130,92.5
664223,86.5
664671,152
664969,55
665001,68.5
665039,65
665250,70.0
665270,107.5
66530,40
665398,95.0
665440,161.0
665660,206
665664,84.0
665736,66
665880,74.0
66589,80.0
66592,116.5
666393,130
666651,95
666721,89.0
666736,144.5
666752,136
666783,151.5
666,79
667145,96.5
667407,98.0
667989,89
668066,84.0
668130,104.0
668241,49
668250,118
668601,116.5
668750,71
669154,145.5
669229,81.5
669455,68
669540,168
669641,68.5
669651,138
669962,82.0
670033,84
670065,295
670087,63.0
670159,100.0
670187,107.0
670248,124.5
67035,114
670471,128.0
670598,99.0
67062,58.0
670735,100
670900,141
670986,129
671215,106
67123,129
671246,106
671290,113.0
671402,92.5
671950,97
672469,99
672519,118
672686,141.0
672978,199
673297,109.0
67346,80
6736,107
673760,144
673980,99.0
674046,113
674168,114
674240,195
674403,94
674686,124.0
67471,76.0
674760,119
674795,187
674845,266.5
675039,195
675071,139.0
675098,116.0
675124,116
675765,110
675939,82.5
675940,70.0
675978,136
676055,147.5
676096,93
676248,100
676296,90
676302,72.5
67639,99
676438,122.0
6767,86
677082,139
677434,79
677604,109
677607,117
67805,77
67816,275
678403,60.0
678492,69.5
678610,122
679185,102.0
679430,102
679776,81.5
680343,101
680416,109
680439,166
680446,103
680557,111
680937,79.0
681404,81
681442,105.5
681451,75.0
681465,155.0
68157,96.0
681606,73.5
681987,88
681995,50
682001,141.5
682130,90
682506,101
682528,383.0
682580,102
682599,65.5
682669,128
682744,120.0
682827,88
683189,105.0
683259,79
683925,73.5
684167,120
684214,88
684564,216.0
684638,188
684651,120.0
684654,149
685111,141.0
685492,124
685559,142.0
685683,63
68582,49
685863,82.5
68592,113.0
685965,89
686056,122.0
686133,77
686365,138
686397,184
686660,156.5
686724,56.5
68678,150
687027,101.5
687163,105
687206,119.0
687278,130.0
687315,139.5
687368,54.5
68739,110
687472,95
687869,81.0
687936,108.0
687959,60.5
688109,126
688464,129.5
688712,128
688768,65
689003,79
689143,91.5
689213,85
689264,103.5
689268,79
689276,91.0
689502,82
689519,72
690518,100.5
690631,85
690756,73
690777,107
690833,132
690845,113.5
690934,98.5
69111,175
691542,86.5
691647,170.5
69177,79.0
692035,99.0
69255,80.0
693133,106.5
693304,53
693385,104.5
693861,94.5
69393,128
694282,115.5
694428,113.0
694560,114.5
694579,99.0
694679,63.0
69491,118
694920,122
694921,80
694958,109
69510,197
695190,89
695568,103
695638,76
695740,172
695752,102.5
695889,120.0
696174,70
696184,124
696249,68
696320,106.5
696389,156
696900,87
697328,127.0
697685,75
697807,70.5
697853,119.5
697916,159
697926,68
697946,83.5
697953,118.0
698082,106.0
698089,113.0
698140,82
698281,98
698315,114
698365,91.0
698584,151
698938,83.0
699524,111.0
699616,118
699624,127.5
699653,94.5
700123,113
70027,182
700361,118
700786,92
700825,97
701414,100
701449,81
701488,114
701687,94
701875,44
701923,117.0
702063,149.5
702312,154
702467,114
70247,113.0
702762,87
702900,71.5
703283,68.5
70330,80.5
703828,81
70397,60.0
704267,71
704491,125.5
704557,174
704569,75
704641,168.5
704697,59
704896,69.5
705075,63
705167,79
705377,111.0
705622,128.5
705875,80
70619,94
706325,62
706345,136
70644,119.5
706586,123.5
70661,78
706700,121
706969,92.0
707117,117.5
707592,86
707614,117
707747,96.5
708119,89.0
70824,76.5
708302,82.5
708327,97.0
708515,158
708653,199
708830,95.5
708889,162
709009,137
709022,109.0
709122,209.0
709487,83
709656,108
70965,161.0
709824,113.5
709871,108
710089,107
710140,163.0
710380,85
710425,123.5
710694,113
711230,91.5
711250,108.5
711394,102
711824,118.5
712216,56
712219,77
712432,76.0
712732,72
712770,128
712773,109
713074,58.0
713124,93.0
713500,152.5
713667,121.0
713793,109.0
713977,107
714031,117.5
714105,59
714142,62
714178,88
714248,105
714276,88.5
714336,96
714397,76
714538,103
714774,109.0
714794,92
714976,99
715028,155.0
715034,96.0
715272,66.5
715278,91
715496,108
715539,93.0
716350,48.0
71654,76
716657,110
716766,98
717268,126
717539,59
717672,48
717754,58.5
718165,67
718344,115
718508,112
718592,118
718670,169.5
718713,133
718802,115.0
718843,132.5
718921,115
718995,92
719090,86.5
719207,106.0
719381,125.5
719400,130.0
719427,82
719529,118
720082,88.0
720097,78.0
72063,87
720657,78
720689,97.5
720818,164.5
72083,112.0
720921,94.0
720954,116.0
721116,134
72114,220.5
721448,60.0
721842,164.0
721862,89.5
722039,85.5
722596,155
723044,144
72320,129
723759,139.5
72376,90.5
723813,97
724046,109
724294,168
724509,105.5
724628,139.0
724658,97.0
724766,193.5
724909,73
724923,93.0
725287,141.0
725453,117.0
725691,71.0
725824,80
726015,198.5
726055,944
726107,96
726135,108
726386,154
726729,114
726773,331.5
726841,94.0
727446,100
727565,72.5
728083,144
728184,138
728769,73.0
728956,92.5
729257,105.0
729340,104
729387,115
729454,126.5
729465,107.5
729585,111.0
729619,97
729771,132
729804,119.0
729948,72
730146,65.0
730152,161.0
730595,143
730754,141
73082,82
730976,75
731015,78.5
731216,93
731254,84.5
731320,70.5
731350,86
731622,54
73163,74
731723,122
73212,110
73222,77
732809,121.5
73297,67
733123,106.5
733175,93.0
733329,124
733349,104.0
733851,137.5
733882,107.5
733,175
734064,69.5
73427,200.5
734384,84.0
734535,83.0
734903,353
73501,203
735284,126.5
735483,98.0
735597,106.0
735943,69
735994,70
736398,102
736548,177.0
736617,67.5
736900,82
736999,81.5
737010,199
737049,112
737057,113
73721,83
737339,118
737481,115.0
737613,225.0
738187,142
738258,133.0
738834,165
738893,98
739111,97
739229,82
739743,96.0
739968,91.5
740293,110
740315,82
740520,117.0
740521,170.0
740642,114.5
740644,91.0
7406,133.5
740812,75
740955,126.5
741384,87.5
741561,113.5
741780,73.0
742032,124.5
742034,186
742123,61.0
742166,76
742394,90.5
742490,80.5
742590,136
742739,105
74281,71.0
74297,119
743026,60.0
743031,114.0
743036,72
743087,82
743179,133
743356,83
743599,95.0
743600,102
743734,58.0
744121,76.5
744124,158.5
744345,87.5
744461,81
74452,96
744860,87
744946,109.0
745272,124.0
745360,158.5
745688,91
745722,97.5
745807,92
74580,78
745837,91
745867,79.0
746195,85
746216,164.0
746257,86
746338,88.0
746471,137
746516,52.5
746856,92.5
746859,75
747383,116.5
747439,112.5
747609,93.0
747783,73.0
747797,103.0
747857,83.5
747903,62.5
747951,123.0
748124,77
74820,118
748337,73
748643,57.5
748776,62
